,EventId,EventTemplate,Content,ParameterList
535,E6,caught end of stream exception,caught end of stream exception,[]
536,E7,Client attempting to establish new session at /<*>:<*>,Client attempting to establish new session at /10.10.34.11:54738,['10.10.34.11:54738']
537,E6,caught end of stream exception,caught end of stream exception,[]
538,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Closed socket connection for client /10.10.34.11:54983 which had sessionid 0x14ed93111f200f0,"['10.10.34.11:54983', '0x14ed93111f200f0']"
539,E44,Server environment:<*>,Server environment:user.dir=/,['user.dir=/']
540,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.12:45728; will be dropped if server is in r-o mode,['10.10.34.12:45728']
541,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
542,E7,Client attempting to establish new session at /<*>:<*>,Client attempting to establish new session at /10.10.34.12:43125,['10.10.34.12:43125']
543,E38,Processed session termination for sessionid: <*>,Processed session termination for sessionid: 0x14ede63a5a70002,['0x14ede63a5a70002']
544,E38,Processed session termination for sessionid: <*>,Processed session termination for sessionid: 0x34ede65503f0010,['0x34ede65503f0010']
545,E6,caught end of stream exception,caught end of stream exception,[]
546,E38,Processed session termination for sessionid: <*>,Processed session termination for sessionid: 0x14ede63a5a70023,['0x14ede63a5a70023']
547,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.13:38053; will be dropped if server is in r-o mode,['10.10.34.13:38053']
548,E38,Processed session termination for sessionid: <*>,Processed session termination for sessionid: 0x34ede65503f002b,['0x34ede65503f002b']
549,E15,"Expiring session <*>, timeout of <*>ms exceeded","Expiring session 0x24ede63a01b003b, timeout of 10000ms exceeded","['0x24ede63a01b003b', '10000']"
550,E38,Processed session termination for sessionid: <*>,Processed session termination for sessionid: 0x24ede63a01b003b,['0x24ede63a01b003b']
551,E15,"Expiring session <*>, timeout of <*>ms exceeded","Expiring session 0x34ede65503f0036, timeout of 10000ms exceeded","['0x34ede65503f0036', '10000']"
552,E38,Processed session termination for sessionid: <*>,Processed session termination for sessionid: 0x34ede65503f0039,['0x34ede65503f0039']
553,E6,caught end of stream exception,caught end of stream exception,[]
554,E38,Processed session termination for sessionid: <*>,Processed session termination for sessionid: 0x14ede63a5a7003a,['0x14ede63a5a7003a']
555,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.13:38079; will be dropped if server is in r-o mode,['10.10.34.13:38079']
556,E6,caught end of stream exception,caught end of stream exception,[]
557,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Closed socket connection for client /10.10.34.13:38088 which had sessionid 0x14ede63a5a70048,"['10.10.34.13:38088', '0x14ede63a5a70048']"
558,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.11:40489; will be dropped if server is in r-o mode,['10.10.34.11:40489']
559,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14ede63a5a7004b with negotiated timeout 10000 for client /10.10.34.11:40489,"['0x14ede63a5a7004b', '10000', '10.10.34.11:40489']"
560,E7,Client attempting to establish new session at /<*>:<*>,Client attempting to establish new session at /10.10.34.21:37904,['10.10.34.21:37904']
561,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Closed socket connection for client /10.10.34.17:51214 which had sessionid 0x14ede63a5a70053,"['10.10.34.17:51214', '0x14ede63a5a70053']"
562,E15,"Expiring session <*>, timeout of <*>ms exceeded","Expiring session 0x34ede65503f005c, timeout of 10000ms exceeded","['0x34ede65503f005c', '10000']"
563,E15,"Expiring session <*>, timeout of <*>ms exceeded","Expiring session 0x24ede63a01b0062, timeout of 10000ms exceeded","['0x24ede63a01b0062', '10000']"
564,E1,******* GOODBYE /<*>:<*> ********,******* GOODBYE /10.10.34.12:35276 ********,['10.10.34.12:35276']
565,E26,LOOKING,LOOKING,[]
566,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
567,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
568,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
569,E25,Interrupting SendWorker,Interrupting SendWorker,[]
570,E31,Notification time out: <*>,Notification time out: 60000,['60000']
571,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.40:40996; will be dropped if server is in r-o mode,['10.10.34.40:40996']
572,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14edfaa86f60013 with negotiated timeout 10000 for client /10.10.34.27:44600,"['0x14edfaa86f60013', '10000', '10.10.34.27:44600']"
573,E6,caught end of stream exception,caught end of stream exception,[]
574,E6,caught end of stream exception,caught end of stream exception,[]
575,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.16:39498; will be dropped if server is in r-o mode,['10.10.34.16:39498']
576,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Closed socket connection for client /10.10.34.13:54485 which had sessionid 0x14edfaa86f60021,"['10.10.34.13:54485', '0x14edfaa86f60021']"
577,E2,Accepted socket connection from /<*>:<*>,Accepted socket connection from /10.10.34.12:34568,['10.10.34.12:34568']
578,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.25:58975; will be dropped if server is in r-o mode,['10.10.34.25:58975']
579,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.33:39730; will be dropped if server is in r-o mode,['10.10.34.33:39730']
580,E29,My election bind port: <*>/<*>:<*>,My election bind port: 0.0.0.0/0.0.0.0:3888,"['0.0.0.0/0.0.0.0', '3888']"
581,E23,"Have smaller server identifier, so dropping the connection: (<*>, <*>)","Have smaller server identifier, so dropping the connection: (2, 1)","['2', '1']"
582,E18,FOLLOWING,FOLLOWING,[]
583,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
584,E26,LOOKING,LOOKING,[]
585,E30,"New election. My id =  <*>, proposed zxid=<*>","New election. My id =  1, proposed zxid=0x700000000","['1', '0x700000000']"
586,E44,Server environment:<*>,Server environment:host.name=mesos-master-1,['host.name=mesos-master-1']
587,E19,FOLLOWING - LEADER ELECTION TOOK - <*>,FOLLOWING - LEADER ELECTION TOOK - 49,['49']
588,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14ee3e057ed000c with negotiated timeout 10000 for client /10.10.34.37:49834,"['0x14ee3e057ed000c', '10000', '10.10.34.37:49834']"
589,E2,Accepted socket connection from /<*>:<*>,Accepted socket connection from /10.10.34.11:40061,['10.10.34.11:40061']
590,E7,Client attempting to establish new session at /<*>:<*>,Client attempting to establish new session at /10.10.34.11:40061,['10.10.34.11:40061']
591,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.13:39525; will be dropped if server is in r-o mode,['10.10.34.13:39525']
592,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.35:48971; will be dropped if server is in r-o mode,['10.10.34.35:48971']
593,E6,caught end of stream exception,caught end of stream exception,[]
594,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14ee3e057ed002c with negotiated timeout 10000 for client /10.10.34.19:43049,"['0x14ee3e057ed002c', '10000', '10.10.34.19:43049']"
595,E7,Client attempting to establish new session at /<*>:<*>,Client attempting to establish new session at /10.10.34.40:58713,['10.10.34.40:58713']
596,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Closed socket connection for client /10.10.34.12:59661 which had sessionid 0x14ee3e057ed0027,"['10.10.34.12:59661', '0x14ee3e057ed0027']"
597,E34,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LEADING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","Notification: 3 (n.leader), 0x700000197 (n.zxid), 0x1 (n.round), LEADING (n.state), 3 (n.sid), 0x7 (n.peerEPoch), LOOKING (my state)","['3', '0x700000197', '0x1', '3', '0x7']"
598,E19,FOLLOWING - LEADER ELECTION TOOK - <*>,FOLLOWING - LEADER ELECTION TOOK - 238,['238']
599,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14f05578bd80002 with negotiated timeout 10000 for client /10.10.34.12:46262,"['0x14f05578bd80002', '10000', '10.10.34.12:46262']"
600,E6,caught end of stream exception,caught end of stream exception,[]
601,E7,Client attempting to establish new session at /<*>:<*>,Client attempting to establish new session at /10.10.34.15:54175,['10.10.34.15:54175']
602,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.16:40418; will be dropped if server is in r-o mode,['10.10.34.16:40418']
603,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Closed socket connection for client /10.10.34.19:57338 which had sessionid 0x14f05578bd8000d,"['10.10.34.19:57338', '0x14f05578bd8000d']"
604,E6,caught end of stream exception,caught end of stream exception,[]
605,E6,caught end of stream exception,caught end of stream exception,[]
606,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14f05578bd80020 with negotiated timeout 10000 for client /10.10.34.11:38390,"['0x14f05578bd80020', '10000', '10.10.34.11:38390']"
607,E4,autopurge.snapRetainCount set to <*>,autopurge.snapRetainCount set to 3,['3']
608,E44,Server environment:<*>,Server environment:java.vendor=Oracle Corporation,['java.vendor=Oracle Corporation']
609,E41,Revalidating client: <*>,Revalidating client: 0x14f05578bd80018,['0x14f05578bd80018']
610,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14f05578bd80016 with negotiated timeout 10000 for client /10.10.34.13:38490,"['0x14f05578bd80016', '10000', '10.10.34.13:38490']"
611,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14f05578bd80013 with negotiated timeout 10000 for client /10.10.34.11:38530,"['0x14f05578bd80013', '10000', '10.10.34.11:38530']"
612,E8,Client attempting to renew session <*> at /<*>:<*>,Client attempting to renew session 0x14f05578bd8001b at /10.10.34.20:56374,"['0x14f05578bd8001b', '10.10.34.20:56374']"
613,E44,Server environment:<*>,"Server environment:zookeeper.version=3.4.5--1, built on 06/10/2013 17:26 GMT","['zookeeper.version=3.4.5--1, built on 06/10/2013 17:26 GMT']"
614,E44,Server environment:<*>,Server environment:user.name=zookeeper,['user.name=zookeeper']
615,E41,Revalidating client: <*>,Revalidating client: 0x14f05578bd80013,['0x14f05578bd80013']
616,E6,caught end of stream exception,caught end of stream exception,[]
617,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Closed socket connection for client /10.10.34.12:46331 which had sessionid 0x14f1724a6e80004,"['10.10.34.12:46331', '0x14f1724a6e80004']"
618,E40,Received connection request /<*>:<*>,Received connection request /10.10.34.12:34051,['10.10.34.12:34051']
619,E44,Server environment:<*>,Server environment:os.name=Linux,['os.name=Linux']
620,E2,Accepted socket connection from /<*>:<*>,Accepted socket connection from /10.10.34.11:54839,['10.10.34.11:54839']
621,E7,Client attempting to establish new session at /<*>:<*>,Client attempting to establish new session at /10.10.34.12:58349,['10.10.34.12:58349']
622,E9,Closed socket connection for client /<*>:<*> (no session established for client),Closed socket connection for client /10.10.34.11:56471 (no session established for client),['10.10.34.11:56471']
623,E14,Exception causing close of session <*> due to java.io.IOException: ZooKeeperServer not running,Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running,['0x0']
624,E37,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","Notification: 2 (n.leader), 0xb00000084 (n.zxid), 0x2 (n.round), LOOKING (n.state), 1 (n.sid), 0xb (n.peerEPoch), LOOKING (my state)","['2', '0xb00000084', '0x2', '1', '0xb']"
625,E35,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), FOLLOWING (my state)","Notification: 3 (n.leader), 0xb0000007b (n.zxid), 0x2 (n.round), LOOKING (n.state), 3 (n.sid), 0xb (n.peerEPoch), FOLLOWING (my state)","['3', '0xb0000007b', '0x2', '3', '0xb']"
626,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14f4a6318b80005 with negotiated timeout 10000 for client /10.10.34.11:56492,"['0x14f4a6318b80005', '10000', '10.10.34.11:56492']"
627,E7,Client attempting to establish new session at /<*>:<*>,Client attempting to establish new session at /10.10.34.12:58913,['10.10.34.12:58913']
628,E2,Accepted socket connection from /<*>:<*>,Accepted socket connection from /10.10.34.18:36934,['10.10.34.18:36934']
629,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14f4a6318b80013 with negotiated timeout 10000 for client /10.10.34.20:43137,"['0x14f4a6318b80013', '10000', '10.10.34.20:43137']"
630,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Established session 0x14f4a6318b80022 with negotiated timeout 10000 for client /10.10.34.30:43272,"['0x14f4a6318b80022', '10000', '10.10.34.30:43272']"
631,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Closed socket connection for client /10.10.34.35:48997 which had sessionid 0x14f4a6318b80024,"['10.10.34.35:48997', '0x14f4a6318b80024']"
632,E6,caught end of stream exception,caught end of stream exception,[]
633,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Closed socket connection for client /10.10.34.12:58917 which had sessionid 0x14f4a6318b80018,"['10.10.34.12:58917', '0x14f4a6318b80018']"
634,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection request from old client /10.10.34.13:50545; will be dropped if server is in r-o mode,['10.10.34.13:50545']
635,E2,Accepted socket connection from /<*>:<*>,Accepted socket connection from /10.10.34.30:43278,['10.10.34.30:43278']
636,E2,Accepted socket connection from /<*>:<*>,Accepted socket connection from /10.10.34.14:46136,['10.10.34.14:46136']
637,E48,tickTime set to <*>,tickTime set to 2000,['2000']
638,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
639,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
640,E31,Notification time out: <*>,Notification time out: 60000,['60000']
641,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
642,E31,Notification time out: <*>,Notification time out: 60000,['60000']
643,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
644,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
645,E31,Notification time out: <*>,Notification time out: 60000,['60000']
646,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
647,E31,Notification time out: <*>,Notification time out: 60000,['60000']
648,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
649,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
650,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
651,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
652,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
653,E31,Notification time out: <*>,Notification time out: 60000,['60000']
654,E31,Notification time out: <*>,Notification time out: 60000,['60000']
655,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
656,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
657,E31,Notification time out: <*>,Notification time out: 60000,['60000']
658,E31,Notification time out: <*>,Notification time out: 60000,['60000']
659,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
660,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
661,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
662,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
663,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
664,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
665,E31,Notification time out: <*>,Notification time out: 60000,['60000']
666,E31,Notification time out: <*>,Notification time out: 60000,['60000']
667,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
668,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
669,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
670,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
671,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
672,E31,Notification time out: <*>,Notification time out: 60000,['60000']
673,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
674,E31,Notification time out: <*>,Notification time out: 60000,['60000']
675,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
676,E31,Notification time out: <*>,Notification time out: 60000,['60000']
677,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
678,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
679,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
680,E31,Notification time out: <*>,Notification time out: 60000,['60000']
681,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
682,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
683,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
684,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
685,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
686,E31,Notification time out: <*>,Notification time out: 60000,['60000']
687,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
688,E31,Notification time out: <*>,Notification time out: 60000,['60000']
689,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
690,E31,Notification time out: <*>,Notification time out: 60000,['60000']
691,E31,Notification time out: <*>,Notification time out: 60000,['60000']
692,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
693,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
694,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
695,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
696,E31,Notification time out: <*>,Notification time out: 60000,['60000']
697,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
698,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
699,E31,Notification time out: <*>,Notification time out: 60000,['60000']
700,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
701,E31,Notification time out: <*>,Notification time out: 60000,['60000']
702,E31,Notification time out: <*>,Notification time out: 60000,['60000']
703,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
704,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
705,E31,Notification time out: <*>,Notification time out: 60000,['60000']
706,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
707,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
708,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
709,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
710,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
711,E31,Notification time out: <*>,Notification time out: 60000,['60000']
712,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
713,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
714,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
715,E31,Notification time out: <*>,Notification time out: 60000,['60000']
716,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
717,E31,Notification time out: <*>,Notification time out: 60000,['60000']
718,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
719,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
720,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
721,E31,Notification time out: <*>,Notification time out: 60000,['60000']
722,E31,Notification time out: <*>,Notification time out: 60000,['60000']
723,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
724,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
725,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
726,E31,Notification time out: <*>,Notification time out: 60000,['60000']
727,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
728,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
729,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
730,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
731,E31,Notification time out: <*>,Notification time out: 60000,['60000']
732,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
733,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
734,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
735,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
736,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
737,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
738,E31,Notification time out: <*>,Notification time out: 60000,['60000']
739,E31,Notification time out: <*>,Notification time out: 60000,['60000']
740,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
741,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
742,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
743,E31,Notification time out: <*>,Notification time out: 60000,['60000']
744,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
745,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 2 at election address /10.10.34.12:3888,"['2', '10.10.34.12:3888']"
746,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
747,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
748,E31,Notification time out: <*>,Notification time out: 60000,['60000']
749,E31,Notification time out: <*>,Notification time out: 60000,['60000']
750,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
751,E11,"Connection broken for id <*>, my id = <*>, error =","Connection broken for id 3, my id = 1, error =","['3', '1']"
752,E5,Cannot open channel to <*> at election address /<*>:<*>,Cannot open channel to 3 at election address /10.10.34.13:3888,"['3', '10.10.34.13:3888']"
