EventId,EventTemplate,Content,ParameterList
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 11.0 (TID 475). 2667 bytes result sent to driver,"['2.0', '11.0', '475', '2667']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 11.0 (TID 464). 2667 bytes result sent to driver,"['1.0', '11.0', '464', '2667']"
E11,Got assigned task <*>,Got assigned task 480,['480']
E24,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 12.0 (TID 480),"['0.0', '12.0', '480']"
E11,Got assigned task <*>,Got assigned task 494,['494']
E24,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 12.0 (TID 494),"['1.0', '12.0', '494']"
E11,Got assigned task <*>,Got assigned task 508,['508']
E29,Started reading broadcast variable <*>,Started reading broadcast variable 21,['21']
E24,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 12.0 (TID 508),"['2.0', '12.0', '508']"
E11,Got assigned task <*>,Got assigned task 518,['518']
E24,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 12.0 (TID 518),"['3.0', '12.0', '518']"
E11,Got assigned task <*>,Got assigned task 519,['519']
E24,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 12.0 (TID 519),"['4.0', '12.0', '519']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_21_piece0 stored as bytes in memory (estimated size 5.7 KB, free 393.1 KB)","['broadcast_21_piece0', '5.7 KB', '393.1 KB']"
E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 21 took 11 ms,"['21', '11']"
E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_21 stored as values in memory (estimated size 10.1 KB, free 403.2 KB)","['broadcast_21', '10.1 KB', '403.2 KB']"
E10,Found block rdd_<*> locally,Found block rdd_16_0 locally,['16_0']
E10,Found block rdd_<*> locally,Found block rdd_16_4 locally,['16_4']
E10,Found block rdd_<*> locally,Found block rdd_16_3 locally,['16_3']
E10,Found block rdd_<*> locally,Found block rdd_16_2 locally,['16_2']
E10,Found block rdd_<*> locally,Found block rdd_16_1 locally,['16_1']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 37, boot = -162, init = 199, finish = 0","['37', '-162', '199', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -157, init = 197, finish = 0","['40', '-157', '197', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -157, init = 196, finish = 0","['39', '-157', '196', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = -146, init = 184, finish = 0","['38', '-146', '184', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -156, init = 196, finish = 0","['40', '-156', '196', '0']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 12.0 (TID 480). 2155 bytes result sent to driver,"['0.0', '12.0', '480', '2155']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 12.0 (TID 518). 2155 bytes result sent to driver,"['3.0', '12.0', '518', '2155']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 4.0 in stage 12.0 (TID 519). 2155 bytes result sent to driver,"['4.0', '12.0', '519', '2155']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 12.0 (TID 494). 2105 bytes result sent to driver,"['1.0', '12.0', '494', '2105']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 12.0 (TID 508). 2155 bytes result sent to driver,"['2.0', '12.0', '508', '2155']"
E11,Got assigned task <*>,Got assigned task 528,['528']
E24,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 13.0 (TID 528),"['0.0', '13.0', '528']"
E11,Got assigned task <*>,Got assigned task 542,['542']
E24,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 13.0 (TID 542),"['1.0', '13.0', '542']"
E11,Got assigned task <*>,Got assigned task 553,['553']
E24,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 13.0 (TID 553),"['2.0', '13.0', '553']"
E29,Started reading broadcast variable <*>,Started reading broadcast variable 22,['22']
E11,Got assigned task <*>,Got assigned task 558,['558']
E24,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 13.0 (TID 558),"['3.0', '13.0', '558']"
E11,Got assigned task <*>,Got assigned task 559,['559']
E24,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 13.0 (TID 559),"['4.0', '13.0', '559']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_22_piece0 stored as bytes in memory (estimated size 5.8 KB, free 409.0 KB)","['broadcast_22_piece0', '5.8 KB', '409.0 KB']"
E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 22 took 11 ms,"['22', '11']"
E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_22 stored as values in memory (estimated size 9.6 KB, free 418.6 KB)","['broadcast_22', '9.6 KB', '418.6 KB']"
E10,Found block rdd_<*> locally,Found block rdd_2_0 locally,['2_0']
E10,Found block rdd_<*> locally,Found block rdd_2_4 locally,['2_4']
E10,Found block rdd_<*> locally,Found block rdd_2_3 locally,['2_3']
E10,Found block rdd_<*> locally,Found block rdd_2_2 locally,['2_2']
E10,Found block rdd_<*> locally,Found block rdd_2_1 locally,['2_1']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -76, init = 114, finish = 1","['39', '-76', '114', '1']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = -73, init = 114, finish = 1","['42', '-73', '114', '1']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = -73, init = 114, finish = 1","['42', '-73', '114', '1']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = -67, init = 107, finish = 1","['41', '-67', '107', '1']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -74, init = 113, finish = 1","['40', '-74', '113', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,"['0.0', '13.0', '528', '2256']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,"['4.0', '13.0', '559', '2241']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 13.0 (TID 553). 2241 bytes result sent to driver,"['2.0', '13.0', '553', '2241']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,"['1.0', '13.0', '542', '2241']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver,"['3.0', '13.0', '558', '2257']"
E11,Got assigned task <*>,Got assigned task 562,['562']
E24,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 14.0 (TID 562),"['0.0', '14.0', '562']"
E11,Got assigned task <*>,Got assigned task 576,['576']
E24,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 14.0 (TID 576),"['1.0', '14.0', '576']"
E11,Got assigned task <*>,Got assigned task 590,['590']
E24,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 14.0 (TID 590),"['2.0', '14.0', '590']"
E29,Started reading broadcast variable <*>,Started reading broadcast variable 23,['23']
E11,Got assigned task <*>,Got assigned task 598,['598']
E24,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 14.0 (TID 598),"['3.0', '14.0', '598']"
E11,Got assigned task <*>,Got assigned task 599,['599']
E24,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 14.0 (TID 599),"['4.0', '14.0', '599']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_23_piece0 stored as bytes in memory (estimated size 5.4 KB, free 378.2 KB)","['broadcast_23_piece0', '5.4 KB', '378.2 KB']"
E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 23 took 11 ms,"['23', '11']"
E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_23 stored as values in memory (estimated size 9.2 KB, free 387.4 KB)","['broadcast_23', '9.2 KB', '387.4 KB']"
E10,Found block rdd_<*> locally,Found block rdd_2_0 locally,['2_0']
E10,Found block rdd_<*> locally,Found block rdd_2_4 locally,['2_4']
E10,Found block rdd_<*> locally,Found block rdd_2_3 locally,['2_3']
E10,Found block rdd_<*> locally,Found block rdd_2_2 locally,['2_2']
E10,Found block rdd_<*> locally,Found block rdd_2_1 locally,['2_1']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -90, init = 129, finish = 0","['39', '-90', '129', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -93, init = 133, finish = 0","['40', '-93', '133', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -90, init = 129, finish = 0","['39', '-90', '129', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = -82, init = 120, finish = 0","['38', '-82', '120', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = -92, init = 133, finish = 1","['42', '-92', '133', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,"['3.0', '14.0', '598', '2087']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,"['2.0', '14.0', '590', '2087']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,"['0.0', '14.0', '562', '2087']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,"['4.0', '14.0', '599', '2087']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,"['1.0', '14.0', '576', '2087']"
E11,Got assigned task <*>,Got assigned task 612,['612']
E24,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 15.0 (TID 612),"['0.0', '15.0', '612']"
E11,Got assigned task <*>,Got assigned task 626,['626']
E24,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 15.0 (TID 626),"['1.0', '15.0', '626']"
E11,Got assigned task <*>,Got assigned task 636,['636']
E24,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 15.0 (TID 636),"['2.0', '15.0', '636']"
E11,Got assigned task <*>,Got assigned task 638,['638']
E24,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 15.0 (TID 638),"['3.0', '15.0', '638']"
E11,Got assigned task <*>,Got assigned task 639,['639']
E24,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 15.0 (TID 639),"['4.0', '15.0', '639']"
E29,Started reading broadcast variable <*>,Started reading broadcast variable 24,['24']
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_24_piece0 stored as bytes in memory (estimated size 5.6 KB, free 393.0 KB)","['broadcast_24_piece0', '5.6 KB', '393.0 KB']"
E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 24 took 10 ms,"['24', '10']"
E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_24 stored as values in memory (estimated size 9.8 KB, free 402.8 KB)","['broadcast_24', '9.8 KB', '402.8 KB']"
E19,"Partition rdd_<*> not found, computing it","Partition rdd_21_1 not found, computing it",['21_1']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_21_4 not found, computing it",['21_4']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_21_3 not found, computing it",['21_3']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_21_2 not found, computing it",['21_2']
E19,"Partition rdd_<*> not found, computing it","Partition rdd_21_0 not found, computing it",['21_0']
E10,Found block rdd_<*> locally,Found block rdd_2_1 locally,['2_1']
E10,Found block rdd_<*> locally,Found block rdd_2_4 locally,['2_4']
E10,Found block rdd_<*> locally,Found block rdd_2_3 locally,['2_3']
E10,Found block rdd_<*> locally,Found block rdd_2_2 locally,['2_2']
E10,Found block rdd_<*> locally,Found block rdd_2_0 locally,['2_0']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -95, init = 135, finish = 0","['40', '-95', '135', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -96, init = 135, finish = 0","['39', '-96', '135', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = -98, init = 139, finish = 0","['41', '-98', '139', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -99, init = 139, finish = 0","['40', '-99', '139', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -95, init = 135, finish = 0","['40', '-95', '135', '0']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)","['rdd_21_1', '162.0 B', '403.0 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_21_4 stored as bytes in memory (estimated size 200.0 B, free 403.2 KB)","['rdd_21_4', '200.0 B', '403.2 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_21_3 stored as bytes in memory (estimated size 194.0 B, free 403.4 KB)","['rdd_21_3', '194.0 B', '403.4 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)","['rdd_21_2', '163.0 B', '403.5 KB']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_21_0 stored as bytes in memory (estimated size 244.0 B, free 403.8 KB)","['rdd_21_0', '244.0 B', '403.8 KB']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = 19, init = 19, finish = 0","['38', '19', '19', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = 20, init = 19, finish = 0","['39', '20', '19', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = 19, init = 19, finish = 0","['38', '19', '19', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 17, init = 23, finish = 0","['40', '17', '23', '0']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,"['1.0', '15.0', '626', '2667']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 18, init = 24, finish = 0","['42', '18', '24', '0']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,"['3.0', '15.0', '638', '2667']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,"['4.0', '15.0', '639', '2667']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,"['2.0', '15.0', '636', '2667']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,"['0.0', '15.0', '612', '2667']"
E11,Got assigned task <*>,Got assigned task 643,['643']
E24,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 16.0 (TID 643),"['0.0', '16.0', '643']"
E11,Got assigned task <*>,Got assigned task 657,['657']
E24,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 16.0 (TID 657),"['1.0', '16.0', '657']"
E11,Got assigned task <*>,Got assigned task 671,['671']
E24,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 16.0 (TID 671),"['2.0', '16.0', '671']"
E11,Got assigned task <*>,Got assigned task 678,['678']
E29,Started reading broadcast variable <*>,Started reading broadcast variable 25,['25']
E24,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 16.0 (TID 678),"['3.0', '16.0', '678']"
E11,Got assigned task <*>,Got assigned task 679,['679']
E24,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 16.0 (TID 679),"['4.0', '16.0', '679']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_25_piece0 stored as bytes in memory (estimated size 5.7 KB, free 409.5 KB)","['broadcast_25_piece0', '5.7 KB', '409.5 KB']"
E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 25 took 11 ms,"['25', '11']"
E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_25 stored as values in memory (estimated size 10.1 KB, free 419.6 KB)","['broadcast_25', '10.1 KB', '419.6 KB']"
E10,Found block rdd_<*> locally,Found block rdd_21_0 locally,['21_0']
E10,Found block rdd_<*> locally,Found block rdd_21_4 locally,['21_4']
E10,Found block rdd_<*> locally,Found block rdd_21_3 locally,['21_3']
E10,Found block rdd_<*> locally,Found block rdd_21_2 locally,['21_2']
E10,Found block rdd_<*> locally,Found block rdd_21_1 locally,['21_1']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -104, init = 143, finish = 0","['39', '-104', '143', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = -104, init = 145, finish = 0","['41', '-104', '145', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -106, init = 145, finish = 0","['39', '-106', '145', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -106, init = 145, finish = 0","['39', '-106', '145', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 43, boot = -104, init = 146, finish = 1","['43', '-104', '146', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,"['2.0', '16.0', '671', '2163']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,"['3.0', '16.0', '678', '2151']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,"['4.0', '16.0', '679', '2163']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,"['0.0', '16.0', '643', '2151']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,"['1.0', '16.0', '657', '2163']"
E11,Got assigned task <*>,Got assigned task 692,['692']
E24,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 17.0 (TID 692),"['0.0', '17.0', '692']"
E11,Got assigned task <*>,Got assigned task 706,['706']
E24,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 17.0 (TID 706),"['1.0', '17.0', '706']"
E11,Got assigned task <*>,Got assigned task 716,['716']
E24,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 17.0 (TID 716),"['2.0', '17.0', '716']"
E11,Got assigned task <*>,Got assigned task 718,['718']
E29,Started reading broadcast variable <*>,Started reading broadcast variable 26,['26']
E24,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 17.0 (TID 718),"['3.0', '17.0', '718']"
E11,Got assigned task <*>,Got assigned task 719,['719']
E24,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 17.0 (TID 719),"['4.0', '17.0', '719']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)","['broadcast_26_piece0', '5.8 KB', '379.9 KB']"
E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 26 took 10 ms,"['26', '10']"
E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_26 stored as values in memory (estimated size 9.7 KB, free 389.6 KB)","['broadcast_26', '9.7 KB', '389.6 KB']"
E10,Found block rdd_<*> locally,Found block rdd_2_0 locally,['2_0']
E10,Found block rdd_<*> locally,Found block rdd_2_4 locally,['2_4']
E10,Found block rdd_<*> locally,Found block rdd_2_3 locally,['2_3']
E10,Found block rdd_<*> locally,Found block rdd_2_2 locally,['2_2']
E10,Found block rdd_<*> locally,Found block rdd_2_1 locally,['2_1']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = -69, init = 110, finish = 1","['42', '-69', '110', '1']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -71, init = 110, finish = 1","['40', '-71', '110', '1']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -73, init = 111, finish = 1","['39', '-73', '111', '1']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 44, boot = -72, init = 115, finish = 1","['44', '-72', '115', '1']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = -71, init = 112, finish = 1","['42', '-71', '112', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver,"['4.0', '17.0', '719', '2156']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver,"['0.0', '17.0', '692', '2156']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver,"['2.0', '17.0', '716', '2156']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver,"['3.0', '17.0', '718', '2156']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver,"['1.0', '17.0', '706', '2156']"
E11,Got assigned task <*>,Got assigned task 722,['722']
E24,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 18.0 (TID 722),"['0.0', '18.0', '722']"
E11,Got assigned task <*>,Got assigned task 736,['736']
E24,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 18.0 (TID 736),"['1.0', '18.0', '736']"
E11,Got assigned task <*>,Got assigned task 750,['750']
E24,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 18.0 (TID 750),"['2.0', '18.0', '750']"
E11,Got assigned task <*>,Got assigned task 758,['758']
E24,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 18.0 (TID 758),"['3.0', '18.0', '758']"
E29,Started reading broadcast variable <*>,Started reading broadcast variable 27,['27']
E11,Got assigned task <*>,Got assigned task 759,['759']
E24,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 18.0 (TID 759),"['4.0', '18.0', '759']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_27_piece0 stored as bytes in memory (estimated size 5.4 KB, free 395.0 KB)","['broadcast_27_piece0', '5.4 KB', '395.0 KB']"
E20,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 27 took 10 ms,"['27', '10']"
E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_27 stored as values in memory (estimated size 9.2 KB, free 404.2 KB)","['broadcast_27', '9.2 KB', '404.2 KB']"
E10,Found block rdd_<*> locally,Found block rdd_2_0 locally,['2_0']
E10,Found block rdd_<*> locally,Found block rdd_2_4 locally,['2_4']
E10,Found block rdd_<*> locally,Found block rdd_2_3 locally,['2_3']
E10,Found block rdd_<*> locally,Found block rdd_2_2 locally,['2_2']
E10,Found block rdd_<*> locally,Found block rdd_2_1 locally,['2_1']
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = -77, init = 115, finish = 0","['38', '-77', '115', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -76, init = 115, finish = 1","['40', '-76', '115', '1']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -75, init = 115, finish = 0","['40', '-75', '115', '0']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = -74, init = 115, finish = 1","['42', '-74', '115', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver,"['4.0', '18.0', '759', '2087']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver,"['0.0', '18.0', '722', '2087']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,"['3.0', '18.0', '758', '2087']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver,"['1.0', '18.0', '736', '2087']"
E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = -74, init = 115, finish = 1","['42', '-74', '115', '1']"
E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver,"['2.0', '18.0', '750', '2087']"
E11,Got assigned task <*>,Got assigned task 762,['762']
E24,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 19.0 (TID 762),"['0.0', '19.0', '762']"
E11,Got assigned task <*>,Got assigned task 776,['776']
E24,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 19.0 (TID 776),"['1.0', '19.0', '776']"
E11,Got assigned task <*>,Got assigned task 789,['789']
E24,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 19.0 (TID 789),"['2.0', '19.0', '789']"
E11,Got assigned task <*>,Got assigned task 798,['798']
E24,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 19.0 (TID 798),"['3.0', '19.0', '798']"
E29,Started reading broadcast variable <*>,Started reading broadcast variable 28,['28']
E11,Got assigned task <*>,Got assigned task 799,['799']
E24,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 19.0 (TID 799),"['4.0', '19.0', '799']"
E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_28_piece0 stored as bytes in memory (estimated size 5.6 KB, free 409.8 KB)","['broadcast_28_piece0', '5.6 KB', '409.8 KB']"
