EventId,EventTemplate,Content,ParameterList
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 715 bytes sent, 4417 bytes (4.31 KB) received, lifetime 00:10","['proxy.cse.cuhk.edu.hk:5070', '715', ' ', '4417', ' (4.31 KB) ', '00:10']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1368 bytes (1.33 KB) sent, 20811 bytes (20.3 KB) received, lifetime 01:00","['proxy.cse.cuhk.edu.hk:5070', '1368', ' (1.33 KB) ', '20811', ' (20.3 KB) ', '01:00']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1277 bytes (1.24 KB) sent, 15408 bytes (15.0 KB) received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '1277', ' (1.24 KB) ', '15408', ' (15.0 KB) ', '00:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1312 bytes (1.28 KB) sent, 2783 bytes (2.71 KB) received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '1312', ' (1.28 KB) ', '2783', ' (2.71 KB) ', '00:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 705 bytes sent, 492 bytes received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '705', ' ', '492', ' ', '00:01']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1398 bytes (1.36 KB) sent, 11654 bytes (11.3 KB) received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '1398', ' (1.36 KB) ', '11654', ' (11.3 KB) ', '00:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 2501 bytes (2.44 KB) sent, 4848 bytes (4.73 KB) received, lifetime 01:01","['proxy.cse.cuhk.edu.hk:5070', '2501', ' (2.44 KB) ', '4848', ' (4.73 KB) ', '01:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 326 bytes sent, 103039 bytes (100 KB) received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '326', ' ', '103039', ' (100 KB) ', '00:01']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 849 bytes sent, 9333 bytes (9.11 KB) received, lifetime 02:01","['proxy.cse.cuhk.edu.hk:5070', '849', ' ', '9333', ' (9.11 KB) ', '02:01']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 952 bytes sent, 13595 bytes (13.2 KB) received, lifetime 03:00","['proxy.cse.cuhk.edu.hk:5070', '952', ' ', '13595', ' (13.2 KB) ', '03:00']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 960 bytes sent, 8386 bytes (8.18 KB) received, lifetime 03:01","['proxy.cse.cuhk.edu.hk:5070', '960', ' ', '8386', ' (8.18 KB) ', '03:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:01']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:13","['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:13']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03","['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:03']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 649 bytes received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '576', ' ', '649', ' ', '00:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 2279 bytes (2.22 KB) sent, 279 bytes received, lifetime 00:02","['proxy.cse.cuhk.edu.hk:5070', '2279', ' (2.22 KB) ', '279', ' ', '00:02']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 3115 bytes (3.04 KB) sent, 1252 bytes (1.22 KB) received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '3115', ' (3.04 KB) ', '1252', ' (1.22 KB) ', '00:01']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 31257 bytes (30.5 KB) sent, 1846301 bytes (1.76 MB) received, lifetime 01:33","['proxy.cse.cuhk.edu.hk:5070', '31257', ' (30.5 KB) ', '1846301', ' (1.76 MB) ', '01:33']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '<1 sec']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 468 bytes sent, 3515 bytes (3.43 KB) received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '468', ' ', '3515', ' (3.43 KB) ', '00:01']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 780 bytes sent, 1401 bytes (1.36 KB) received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '780', ' ', '1401', ' (1.36 KB) ', '<1 sec']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 409 bytes sent, 52645 bytes (51.4 KB) received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '409', ' ', '52645', ' (51.4 KB) ', '00:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1119 bytes (1.09 KB) sent, 417 bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '1119', ' (1.09 KB) ', '417', ' ', '<1 sec']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 474 bytes sent, 1047 bytes (1.02 KB) received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '474', ' ', '1047', ' (1.02 KB) ', '<1 sec']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 675 bytes sent, 7178 bytes (7.00 KB) received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '675', ' ', '7178', ' (7.00 KB) ', '<1 sec']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 628 bytes sent, 466 bytes received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '628', ' ', '466', ' ', '00:01']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 513 bytes sent, 22162 bytes (21.6 KB) received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '513', ' ', '22162', ' (21.6 KB) ', '00:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 530 bytes sent, 546 bytes received, lifetime 00:02","['proxy.cse.cuhk.edu.hk:5070', '530', ' ', '546', ' ', '00:02']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 2177 bytes (2.12 KB) sent, 279 bytes received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '2177', ' (2.12 KB) ', '279', ' ', '00:01']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 534 bytes sent, 388 bytes received, lifetime 00:05","['proxy.cse.cuhk.edu.hk:5070', '534', ' ', '388', ' ', '00:05']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1069 bytes (1.04 KB) sent, 776 bytes received, lifetime 00:05","['proxy.cse.cuhk.edu.hk:5070', '1069', ' (1.04 KB) ', '776', ' ', '00:05']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 542 bytes sent, 388 bytes received, lifetime 00:05","['proxy.cse.cuhk.edu.hk:5070', '542', ' ', '388', ' ', '00:05']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1010 bytes sent, 5219 bytes (5.09 KB) received, lifetime 04:00","['proxy.cse.cuhk.edu.hk:5070', '1010', ' ', '5219', ' (5.09 KB) ', '04:00']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1127 bytes (1.10 KB) sent, 4317 bytes (4.21 KB) received, lifetime 00:20","['proxy.cse.cuhk.edu.hk:5070', '1127', ' (1.10 KB) ', '4317', ' (4.21 KB) ', '00:20']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:14","['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:14']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1477 bytes (1.44 KB) sent, 1431 bytes (1.39 KB) received, lifetime 02:01","['proxy.cse.cuhk.edu.hk:5070', '1477', ' (1.44 KB) ', '1431', ' (1.39 KB) ', '02:01']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 2413 bytes (2.35 KB) sent, 324 bytes received, lifetime 02:01","['proxy.cse.cuhk.edu.hk:5070', '2413', ' (2.35 KB) ', '324', ' ', '02:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1400 bytes (1.36 KB) sent, 3900 bytes (3.80 KB) received, lifetime 02:00","['proxy.cse.cuhk.edu.hk:5070', '1400', ' (1.36 KB) ', '3900', ' (3.80 KB) ', '02:00']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 2464 bytes (2.40 KB) sent, 1010 bytes received, lifetime 02:01","['proxy.cse.cuhk.edu.hk:5070', '2464', ' (2.40 KB) ', '1010', ' ', '02:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E7,<*>:<*> error : A connection request was canceled before the completion.,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.,['oimagea5.ydstatic.com:80']
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1299 bytes (1.26 KB) sent, 1029 bytes (1.00 KB) received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '1299', ' (1.26 KB) ', '1029', ' (1.00 KB) ', '<1 sec']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1007 bytes sent, 355 bytes received, lifetime 00:08","['proxy.cse.cuhk.edu.hk:5070', '1007', ' ', '355', ' ', '00:08']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1354 bytes (1.32 KB) sent, 902 bytes received, lifetime 00:15","['proxy.cse.cuhk.edu.hk:5070', '1354', ' (1.32 KB) ', '902', ' ', '00:15']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1481 bytes (1.44 KB) sent, 1804 bytes (1.76 KB) received, lifetime 00:32","['proxy.cse.cuhk.edu.hk:5070', '1481', ' (1.44 KB) ', '1804', ' (1.76 KB) ', '00:32']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 453 bytes sent, 352 bytes received, lifetime 00:02","['proxy.cse.cuhk.edu.hk:5070', '453', ' ', '352', ' ', '00:02']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 4186 bytes (4.08 KB) sent, 2888 bytes (2.82 KB) received, lifetime 00:06","['proxy.cse.cuhk.edu.hk:5070', '4186', ' (4.08 KB) ', '2888', ' (2.82 KB) ', '00:06']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 1318 bytes (1.28 KB) sent, 427 bytes received, lifetime 00:01","['proxy.cse.cuhk.edu.hk:5070', '1318', ' (1.28 KB) ', '427', ' ', '00:01']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02","['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:02']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03","['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:03']"
E2,<*>:<*> open through proxy <*>:<*> HTTPS,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070']"
E8,"<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03","['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:03']"
