,EventId,EventTemplate,Content,ParameterList
614,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_92052272 initialized by client WindowsUpdateAgent.,['30546174_92052272']
615,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3013531~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3013531~31bf3856ad364e35~amd64~~6.1.2.0', '112', '112']"
616,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_92302286 initialized by client WindowsUpdateAgent.,['30546174_92302286']
617,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2893519~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB2893519~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
618,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_93492354 initialized by client WindowsUpdateAgent.,['30546174_93492354']
619,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2703157~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0","['Package_for_KB2703157~31bf3856ad364e35~amd64~~6.1.1.0', '80', '0']"
620,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_93642363 initialized by client WindowsUpdateAgent.,['30546174_93642363']
621,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3133977~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB3133977~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
622,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_94042385 initialized by client WindowsUpdateAgent.,['30546174_94042385']
623,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3109094~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB3109094~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
624,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_94182393 initialized by client WindowsUpdateAgent.,['30546174_94182393']
625,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2506212~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB2506212~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
626,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_94222396 initialized by client WindowsUpdateAgent.,['30546174_94222396']
627,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3076949~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3076949~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
628,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_94392405 initialized by client WindowsUpdateAgent.,['30546174_94392405']
629,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_94722424 initialized by client WindowsUpdateAgent.,['30546174_94722424']
630,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2871997~31bf3856ad364e35~amd64~~6.1.2.5, ApplicableState: 112, CurrentState:112","['Package_for_KB2871997~31bf3856ad364e35~amd64~~6.1.2.5', '112', '112']"
631,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_97232568 initialized by client WindowsUpdateAgent.,['30546174_97232568']
632,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
633,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_97282571 initialized by client WindowsUpdateAgent.,['30546174_97282571']
634,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_97402578 initialized by client WindowsUpdateAgent.,['30546174_97402578']
635,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","['Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0', '112', '112']"
636,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_97982611 initialized by client WindowsUpdateAgent.,['30546174_97982611']
637,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112","['Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398', '112', '112']"
638,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_98162621 initialized by client WindowsUpdateAgent.,['30546174_98162621']
639,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2843630~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112","['Package_for_KB2843630~31bf3856ad364e35~amd64~~6.1.3.1', '112', '112']"
640,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_99082674 initialized by client WindowsUpdateAgent.,['30546174_99082674']
641,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2862330~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","['Package_for_KB2862330~31bf3856ad364e35~amd64~~6.1.2.0', '112', '112']"
642,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_99222682 initialized by client WindowsUpdateAgent.,['30546174_99222682']
643,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2834140~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:0","['Package_for_KB2834140~31bf3856ad364e35~amd64~~6.1.2.0', '112', '0']"
644,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_99252683 initialized by client WindowsUpdateAgent.,['30546174_99252683']
645,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_99402692 initialized by client WindowsUpdateAgent.,['30546174_99402692']
646,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2726535~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB2726535~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
647,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_100742769 initialized by client WindowsUpdateAgent.,['30546174_100742769']
648,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_100772770 initialized by client WindowsUpdateAgent.,['30546174_100772770']
649,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
650,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_100922779 initialized by client WindowsUpdateAgent.,['30546174_100922779']
651,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3139398~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB3139398~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
652,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_100952781 initialized by client WindowsUpdateAgent.,['30546174_100952781']
653,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2719857~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB2719857~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
654,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_100982782 initialized by client WindowsUpdateAgent.,['30546174_100982782']
655,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2603229~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB2603229~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
656,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101102789 initialized by client WindowsUpdateAgent.,['30546174_101102789']
657,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3109560~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB3109560~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
658,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101172793 initialized by client WindowsUpdateAgent.,['30546174_101172793']
659,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2807986~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB2807986~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
660,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101232797 initialized by client WindowsUpdateAgent.,['30546174_101232797']
661,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3135983~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3135983~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
662,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101272799 initialized by client WindowsUpdateAgent.,['30546174_101272799']
663,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2667402~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","['Package_for_KB2667402~31bf3856ad364e35~amd64~~6.1.2.0', '112', '112']"
664,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101322802 initialized by client WindowsUpdateAgent.,['30546174_101322802']
665,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2791765~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB2791765~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
666,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101632820 initialized by client WindowsUpdateAgent.,['30546174_101632820']
667,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0","['Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080', '112', '0']"
668,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101752826 initialized by client WindowsUpdateAgent.,['30546174_101752826']
669,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3139940~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112","['Package_for_KB3139940~31bf3856ad364e35~amd64~~6.1.1.0', '80', '112']"
670,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101792829 initialized by client WindowsUpdateAgent.,['30546174_101792829']
671,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2719033~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0","['Package_for_KB2719033~31bf3856ad364e35~amd64~~6.1.1.0', '80', '0']"
672,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101842832 initialized by client WindowsUpdateAgent.,['30546174_101842832']
673,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3109103~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3109103~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
674,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_101902835 initialized by client WindowsUpdateAgent.,['30546174_101902835']
675,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2864202~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB2864202~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
676,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_102002841 initialized by client WindowsUpdateAgent.,['30546174_102002841']
677,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
678,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_102442866 initialized by client WindowsUpdateAgent.,['30546174_102442866']
679,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3040272~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112","['Package_for_KB3040272~31bf3856ad364e35~amd64~~6.1.1.1', '80', '112']"
680,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_103902949 initialized by client WindowsUpdateAgent.,['30546174_103902949']
681,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3142042~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB3142042~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
682,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_104472982 initialized by client WindowsUpdateAgent.,['30546174_104472982']
683,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3042058~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112","['Package_for_KB3042058~31bf3856ad364e35~amd64~~6.1.1.1', '80', '112']"
684,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_106683108 initialized by client WindowsUpdateAgent.,['30546174_106683108']
685,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3023215~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3023215~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
686,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_106973125 initialized by client WindowsUpdateAgent.,['30546174_106973125']
687,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3108381~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB3108381~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
688,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_107003127 initialized by client WindowsUpdateAgent.,['30546174_107003127']
689,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2868038~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB2868038~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
690,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_107053130 initialized by client WindowsUpdateAgent.,['30546174_107053130']
691,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2750841~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112","['Package_for_KB2750841~31bf3856ad364e35~amd64~~6.1.1.3', '112', '112']"
692,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_107333146 initialized by client WindowsUpdateAgent.,['30546174_107333146']
693,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3185911~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3185911~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
694,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_107363147 initialized by client WindowsUpdateAgent.,['30546174_107363147']
695,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3138910~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3138910~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
696,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_107383149 initialized by client WindowsUpdateAgent.,['30546174_107383149']
697,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2862335~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB2862335~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
698,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_107523157 initialized by client WindowsUpdateAgent.,['30546174_107523157']
699,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2908783~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB2908783~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
700,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_108313202 initialized by client WindowsUpdateAgent.,['30546174_108313202']
701,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3020393~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 64, CurrentState:0","['Package_for_KB3020393~31bf3856ad364e35~amd64~~6.1.1.2', '64', '0']"
702,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_108353204 initialized by client WindowsUpdateAgent.,['30546174_108353204']
703,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2772930~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0","['Package_for_KB2772930~31bf3856ad364e35~amd64~~6.1.1.1', '0', '0']"
704,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_108613219 initialized by client WindowsUpdateAgent.,['30546174_108613219']
705,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2621146~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0","['Package_for_KB2621146~31bf3856ad364e35~amd64~~6.1.1.0', '0', '0']"
706,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_108633220 initialized by client WindowsUpdateAgent.,['30546174_108633220']
707,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2601626~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0","['Package_for_KB2601626~31bf3856ad364e35~amd64~~6.1.1.0', '0', '0']"
708,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_108683223 initialized by client WindowsUpdateAgent.,['30546174_108683223']
709,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2923545~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB2923545~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
710,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_108903235 initialized by client WindowsUpdateAgent.,['30546174_108903235']
711,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2509553~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","['Package_for_KB2509553~31bf3856ad364e35~amd64~~6.1.1.2', '112', '112']"
712,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_109123248 initialized by client WindowsUpdateAgent.,['30546174_109123248']
713,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2758857~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112","['Package_for_KB2758857~31bf3856ad364e35~amd64~~6.1.1.0', '80', '112']"
714,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_110243312 initialized by client WindowsUpdateAgent.,['30546174_110243312']
715,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2846960~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112","['Package_for_KB2846960~31bf3856ad364e35~amd64~~6.1.1.3', '80', '112']"
716,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_110453324 initialized by client WindowsUpdateAgent.,['30546174_110453324']
717,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2770660~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB2770660~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
718,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_130874492 initialized by client WindowsUpdateAgent.,['30546174_130874492']
719,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3123479~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3123479~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
720,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_131324518 initialized by client WindowsUpdateAgent.,['30546174_131324518']
721,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3072630~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112","['Package_for_KB3072630~31bf3856ad364e35~amd64~~6.1.1.0', '80', '112']"
722,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_132374578 initialized by client WindowsUpdateAgent.,['30546174_132374578']
723,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3179573~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","['Package_for_KB3179573~31bf3856ad364e35~amd64~~6.1.1.0', '112', '112']"
724,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_132424581 initialized by client WindowsUpdateAgent.,['30546174_132424581']
725,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0","['Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903', '112', '0']"
726,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_132514586 initialized by client WindowsUpdateAgent.,['30546174_132514586']
727,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2952664~31bf3856ad364e35~amd64~~6.1.19.0, ApplicableState: 112, CurrentState:112","['Package_for_KB2952664~31bf3856ad364e35~amd64~~6.1.19.0', '112', '112']"
728,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_132544588 initialized by client WindowsUpdateAgent.,['30546174_132544588']
729,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3149090~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB3149090~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
730,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_132944611 initialized by client WindowsUpdateAgent.,['30546174_132944611']
731,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3178034~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB3178034~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
732,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_132984613 initialized by client WindowsUpdateAgent.,['30546174_132984613']
733,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3097989~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","['Package_for_KB3097989~31bf3856ad364e35~amd64~~6.1.1.1', '112', '112']"
734,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_133134621 initialized by client WindowsUpdateAgent.,['30546174_133134621']
735,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2853587~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 0, CurrentState:0","['Package_for_KB2853587~31bf3856ad364e35~amd64~~6.1.1.2', '0', '0']"
736,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_137784887 initialized by client WindowsUpdateAgent.,['30546174_137784887']
737,E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2732059~31bf3856ad364e35~amd64~~6.1.5.1, ApplicableState: 112, CurrentState:112","['Package_for_KB2732059~31bf3856ad364e35~amd64~~6.1.5.1', '112', '112']"
738,E36,Session: <*>_<*> initialized by client WindowsUpdateAgent.,Session: 30546174_138284916 initialized by client WindowsUpdateAgent.,['30546174_138284916']
